	NCBI_ID	Database	BioSample	LCMS_file	Genome_label	Method	New_NCBI_ID	Downloaded
495	ERS4341669	ENA_NCBI_accession	ERS4341669	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85379_RD12_01_35132.mzXML	ERS4341669	metagenome	ERS4341669	yes
496	ERS4341670	ENA_NCBI_accession	ERS4341670	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85380_RG7_01_35403.mzXML	ERS4341670	metagenome	ERS4341670	yes
497	ERS4341671	ENA_NCBI_accession	ERS4341671	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85381_RE5_01_35373.mzXML	ERS4341671	metagenome	ERS4341671	yes
498	ERS4341672	ENA_NCBI_accession	ERS4341672	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85382_RC12_01_35352.mzXML	ERS4341672	metagenome	ERS4341672	yes
499	ERS4341674	ENA_NCBI_accession	ERS4341674	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85384_BA4_01_35197.mzXML	ERS4341674	metagenome	ERS4341674	yes
500	ERS4341675	ENA_NCBI_accession	ERS4341675	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85385_RD5_01_35357.mzXML	ERS4341675	metagenome	ERS4341675	yes
501	ERS4341676	ENA_NCBI_accession	ERS4341676	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85386_RG10_01_35175.mzXML	ERS4341676	metagenome	ERS4341676	yes
502	ERS4341677	ENA_NCBI_accession	ERS4341677	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85387_correct_RB11_01_35261.mzXML	ERS4341677	metagenome	ERS4341677	yes
503	ERS4341678	ENA_NCBI_accession	ERS4341678	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85388_RC7_01_35347.mzXML	ERS4341678	metagenome	ERS4341678	yes
504	ERS4341679	ENA_NCBI_accession	ERS4341679	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85389_RF7_01_35497.mzXML	ERS4341679	metagenome	ERS4341679	yes
505	ERS4341680	ENA_NCBI_accession	ERS4341680	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85390_RC11_01_35351.mzXML	ERS4341680	metagenome	ERS4341680	yes
506	ERS4341681	ENA_NCBI_accession	ERS4341681	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85391_RC2_01_35107.mzXML	ERS4341681	metagenome	ERS4341681	yes
507	ERS4341682	ENA_NCBI_accession	ERS4341682	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85392_RF3_01_35152.mzXML	ERS4341682	metagenome	ERS4341682	yes
508	ERS4341683	ENA_NCBI_accession	ERS4341683	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85393_BD5_01_35237.mzXML	ERS4341683	metagenome	ERS4341683	yes
509	ERS4341684	ENA_NCBI_accession	ERS4341684	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85394_RG7_01_35172.mzXML	ERS4341684	metagenome	ERS4341684	yes
510	ERS4341685	ENA_NCBI_accession	ERS4341685	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85395_RB6_01_35097.mzXML	ERS4341685	metagenome	ERS4341685	yes
511	ERS4341687	ENA_NCBI_accession	ERS4341687	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85397_RA4_01_35429.mzXML	ERS4341687	metagenome	ERS4341687	yes
512	ERS4341688	ENA_NCBI_accession	ERS4341688	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85398_RH5_01_35413.mzXML	ERS4341688	metagenome	ERS4341688	yes
513	ERS4341689	ENA_NCBI_accession	ERS4341689	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85399_RC4_01_35109.mzXML	ERS4341689	metagenome	ERS4341689	yes
514	ERS4341690	ENA_NCBI_accession	ERS4341690	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85400_RB11_01_35338.mzXML	ERS4341690	metagenome	ERS4341690	yes
515	ERS4341691	ENA_NCBI_accession	ERS4341691	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85401_RA4_01_35081.mzXML	ERS4341691	metagenome	ERS4341691	yes
516	ERS4341692	ENA_NCBI_accession	ERS4341692	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85402_RG4_01_35167.mzXML	ERS4341692	metagenome	ERS4341692	yes
517	ERS4341693	ENA_NCBI_accession	ERS4341693	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85403_RA11_01_35325.mzXML	ERS4341693	metagenome	ERS4341693	yes
518	ERS4341694	ENA_NCBI_accession	ERS4341694	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85404_RC7_01_35457.mzXML	ERS4341694	metagenome	ERS4341694	yes
519	ERS4341695	ENA_NCBI_accession	ERS4341695	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85406_BE4_01_35253.mzXML	ERS4341695	metagenome	ERS4341695	yes
520	ERS4341696	ENA_NCBI_accession	ERS4341696	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85407_BD3_01_35235.mzXML	ERS4341696	metagenome	ERS4341696	yes
521	ERS4341698	ENA_NCBI_accession	ERS4341698	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85409_RB5_01_35331.mzXML	ERS4341698	metagenome	ERS4341698	yes
522	ERS4341699	ENA_NCBI_accession	ERS4341699	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85410_RH7_01_35185.mzXML	ERS4341699	metagenome	ERS4341699	yes
523	ERS4341700	ENA_NCBI_accession	ERS4341700	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85411_BC9_01_35568.mzXML	ERS4341700	metagenome	ERS4341700	yes
524	ERS4341701	ENA_NCBI_accession	ERS4341701	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85412_RC2_01_35451.mzXML	ERS4341701	metagenome	ERS4341701	yes
525	ERS4341702	ENA_NCBI_accession	ERS4341702	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85413_RA9_01_35434.mzXML	ERS4341702	metagenome	ERS4341702	yes
526	ERS4341703	ENA_NCBI_accession	ERS4341703	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85414_RC4_01_35343.mzXML	ERS4341703	metagenome	ERS4341703	yes
527	ERS4341704	ENA_NCBI_accession	ERS4341704	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85415_BB8_01_35215.mzXML	ERS4341704	metagenome	ERS4341704	yes
528	ERS4341705	ENA_NCBI_accession	ERS4341705	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85416_BG10_01_35291.mzXML	ERS4341705	metagenome	ERS4341705	yes
529	ERS4341706	ENA_NCBI_accession	ERS4341706	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85417_RF10_01_35393.mzXML	ERS4341706	metagenome	ERS4341706	yes
530	ERS4341707	ENA_NCBI_accession	ERS4341707	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85418_RF12_01_35162.mzXML	ERS4341707	metagenome	ERS4341707	yes
531	ERS4341708	ENA_NCBI_accession	ERS4341708	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85419_BA3_01_35196.mzXML	ERS4341708	metagenome	ERS4341708	yes
532	ERS4341709	ENA_NCBI_accession	ERS4341709	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85420_BA11_01_35205.mzXML	ERS4341709	metagenome	ERS4341709	yes
533	ERS4341710	ENA_NCBI_accession	ERS4341710	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85421_RB7_01_35099.mzXML	ERS4341710	metagenome	ERS4341710	yes
534	ERS4341711	ENA_NCBI_accession	ERS4341711	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85422_BE10_01_35265.mzXML	ERS4341711	metagenome	ERS4341711	yes
535	ERS4341712	ENA_NCBI_accession	ERS4341712	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85423_BD7_01_35240.mzXML	ERS4341712	metagenome	ERS4341712	yes
536	ERS4341713	ENA_NCBI_accession	ERS4341713	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85424_BD4_01_35236.mzXML	ERS4341713	metagenome	ERS4341713	yes
537	ERS4341714	ENA_NCBI_accession	ERS4341714	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85425_RF4_01_35153.mzXML	ERS4341714	metagenome	ERS4341714	yes
538	ERS4341715	ENA_NCBI_accession	ERS4341715	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85426_RF8_01_35158.mzXML	ERS4341715	metagenome	ERS4341715	yes
539	ERS4341716	ENA_NCBI_accession	ERS4341716	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85427_BG9_01_35290.mzXML	ERS4341716	metagenome	ERS4341716	yes
540	ERS4356234	ENA_NCBI_accession	ERS4356234	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S97_BD5_01_40345.mzXML	ERS4356234	metagenome	ERS4356234	yes
541	ERS4356237	ENA_NCBI_accession	ERS4356237	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S100_RD8_01_40295.mzXML	ERS4356237	metagenome	ERS4356237	yes
542	ERS4356239	ENA_NCBI_accession	ERS4356239	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S98_BC1_01_40434.mzXML	ERS4356239	metagenome	ERS4356239	yes
543	ERS4356240	ENA_NCBI_accession	ERS4356240	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S99_RE4_01_40301.mzXML	ERS4356240	metagenome	ERS4356240	yes
544	ERS4356241	ENA_NCBI_accession	ERS4356241	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S104_BC3_01_40333.mzXML	ERS4356241	metagenome	ERS4356241	yes
545	ERS4356244	ENA_NCBI_accession	ERS4356244	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S103_RA1_01_40465.mzXML	ERS4356244	metagenome	ERS4356244	yes
546	ERS4356246	ENA_NCBI_accession	ERS4356246	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S109_RB3_01_40374.mzXML	ERS4356246	metagenome	ERS4356246	yes
547	ERS4356247	ENA_NCBI_accession	ERS4356247	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S106_RE7_01_40409.mzXML	ERS4356247	metagenome	ERS4356247	yes
548	ERS4356248	ENA_NCBI_accession	ERS4356248	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S107_RA3_01_40467.mzXML	ERS4356248	metagenome	ERS4356248	yes
549	ERS4356250	ENA_NCBI_accession	ERS4356250	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S113_BE5_01_40356.mzXML	ERS4356250	metagenome	ERS4356250	yes
550	ERS4356251	ENA_NCBI_accession	ERS4356251	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S110_BB1_01_40424.mzXML	ERS4356251	metagenome	ERS4356251	yes
551	ERS4356252	ENA_NCBI_accession	ERS4356252	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S111_RC1_01_40383.mzXML	ERS4356252	metagenome	ERS4356252	yes
552	ERS4356254	ENA_NCBI_accession	ERS4356254	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S116_RD8_01_40400.mzXML	ERS4356254	metagenome	ERS4356254	yes
553	ERS4356255	ENA_NCBI_accession	ERS4356255	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S114_RC6_01_40388.mzXML	ERS4356255	metagenome	ERS4356255	yes
554	ERS4356256	ENA_NCBI_accession	ERS4356256	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S118_BD4_01_40344.mzXML	ERS4356256	metagenome	ERS4356256	yes
555	ERS4356257	ENA_NCBI_accession	ERS4356257	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S119_RE3_01_40405.mzXML	ERS4356257	metagenome	ERS4356257	yes
556	ERS4356258	ENA_NCBI_accession	ERS4356258	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S117_RA7_01_40368.mzXML	ERS4356258	metagenome	ERS4356258	yes
557	ERS4356260	ENA_NCBI_accession	ERS4356260	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S122_RA8_01_40472.mzXML	ERS4356260	metagenome	ERS4356260	yes
558	ERS4356265	ENA_NCBI_accession	ERS4356265	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S86_BD2_01_40342.mzXML	ERS4356265	metagenome	ERS4356265	yes
559	ERS4356271	ENA_NCBI_accession	ERS4356271	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S93_BA2_01_40309.mzXML	ERS4356271	metagenome	ERS4356271	yes
560	ERS4356164	ENA_NCBI_accession	ERS4356164	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S19_RD5_01_40397.mzXML	ERS4356164	metagenome	ERS4356164	yes
561	ERS4356166	ENA_NCBI_accession	ERS4356166	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S18_BD8_01_40452.mzXML	ERS4356166	metagenome	ERS4356166	yes
562	ERS4356177	ENA_NCBI_accession	ERS4356177	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S29_RA3_01_40364.mzXML	ERS4356177	metagenome	ERS4356177	yes
563	ERS4356178	ENA_NCBI_accession	ERS4356178	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S30_RD3_01_40395.mzXML	ERS4356178	metagenome	ERS4356178	yes
564	ERS4356183	ENA_NCBI_accession	ERS4356183	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S39_BA7_01_40420.mzXML	ERS4356183	metagenome	ERS4356183	yes
565	ERS4356185	ENA_NCBI_accession	ERS4356185	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S37_RD4_01_40396.mzXML	ERS4356185	metagenome	ERS4356185	yes
566	ERS4356188	ENA_NCBI_accession	ERS4356188	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S43_BA5_01_40312.mzXML	ERS4356188	metagenome	ERS4356188	yes
567	ERS4356189	ENA_NCBI_accession	ERS4356189	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S41_RA5_01_40366.mzXML	ERS4356189	metagenome	ERS4356189	yes
568	ERS4356195	ENA_NCBI_accession	ERS4356195	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S51_RB1_01_40473.mzXML	ERS4356195	metagenome	ERS4356195	yes
569	ERS4356200	ENA_NCBI_accession	ERS4356200	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S52_BD6_01_40450.mzXML	ERS4356200	metagenome	ERS4356200	yes
570	ERS4356203	ENA_NCBI_accession	ERS4356203	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S59_BB8_01_40431.mzXML	ERS4356203	metagenome	ERS4356203	yes
571	ERS4356204	ENA_NCBI_accession	ERS4356204	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S56_BE2_01_40353.mzXML	ERS4356204	metagenome	ERS4356204	yes
572	ERS4356211	ENA_NCBI_accession	ERS4356211	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S64_RA6_01_40262.mzXML	ERS4356211	metagenome	ERS4356211	yes
573	ERS4356215	ENA_NCBI_accession	ERS4356215	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S67_BC5_01_40438.mzXML	ERS4356215	metagenome	ERS4356215	yes
574	ERS4356219	ENA_NCBI_accession	ERS4356219	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S71_RC8_01_40390.mzXML	ERS4356219	metagenome	ERS4356219	yes
575	ERS4356225	ENA_NCBI_accession	ERS4356225	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S81_BA1_01_40308.mzXML	ERS4356225	metagenome	ERS4356225	yes
576	ERS4356227	ENA_NCBI_accession	ERS4356227	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S2_BD2_01_40446.mzXML	ERS4356227	metagenome	ERS4356227	yes
577	ERS4356275	ENA_NCBI_accession	ERS4356275	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S138_RD6_01_40293.mzXML	ERS4356275	metagenome	ERS4356275	yes
578	ERS4356277	ENA_NCBI_accession	ERS4356277	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S136_BE4_01_40355.mzXML	ERS4356277	metagenome	ERS4356277	yes
579	ERS4356278	ENA_NCBI_accession	ERS4356278	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S137_BA4_01_40417.mzXML	ERS4356278	metagenome	ERS4356278	yes
580	ERS4356279	ENA_NCBI_accession	ERS4356279	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S142_RC8_01_40284.mzXML	ERS4356279	metagenome	ERS4356279	yes
581	ERS4356280	ENA_NCBI_accession	ERS4356280	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S143_BC3_01_40436.mzXML	ERS4356280	metagenome	ERS4356280	yes
582	ERS4356281	ENA_NCBI_accession	ERS4356281	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S140_RB5_01_40271.mzXML	ERS4356281	metagenome	ERS4356281	yes
583	ERS4356282	ENA_NCBI_accession	ERS4356282	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S141_BC4_01_40437.mzXML	ERS4356282	metagenome	ERS4356282	yes
584	ERS4356283	ENA_NCBI_accession	ERS4356283	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S146_BE5_01_40459.mzXML	ERS4356283	metagenome	ERS4356283	yes
585	ERS4356285	ENA_NCBI_accession	ERS4356285	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S144_BC1_01_40331.mzXML	ERS4356285	metagenome	ERS4356285	yes
586	ERS4356289	ENA_NCBI_accession	ERS4356289	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S148_RE5_01_40302.mzXML	ERS4356289	metagenome	ERS4356289	yes
587	ERS4356290	ENA_NCBI_accession	ERS4356290	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S149_RE7_01_40304.mzXML	ERS4356290	metagenome	ERS4356290	yes
588	ERS4356292	ENA_NCBI_accession	ERS4356292	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S154_BD5_01_40449.mzXML	ERS4356292	metagenome	ERS4356292	yes
589	ERS4356293	ENA_NCBI_accession	ERS4356293	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S151_BA1_01_40414.mzXML	ERS4356293	metagenome	ERS4356293	yes
590	ERS4356296	ENA_NCBI_accession	ERS4356296	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S158_RE6_01_40303.mzXML	ERS4356296	metagenome	ERS4356296	yes
591	ERS4356297	ENA_NCBI_accession	ERS4356297	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S155_RB6_01_40272.mzXML	ERS4356297	metagenome	ERS4356297	yes
592	ERS4356300	ENA_NCBI_accession	ERS4356300	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S162_BB2_01_40425.mzXML	ERS4356300	metagenome	ERS4356300	yes
593	ERS4356301	ENA_NCBI_accession	ERS4356301	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S159_RE8_01_40410.mzXML	ERS4356301	metagenome	ERS4356301	yes
594	ERS4356303	ENA_NCBI_accession	ERS4356303	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S164_RC2_01_40278.mzXML	ERS4356303	metagenome	ERS4356303	yes
595	ERS4356305	ENA_NCBI_accession	ERS4356305	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S163_RA2_01_40466.mzXML	ERS4356305	metagenome	ERS4356305	yes
596	ERS4356307	ENA_NCBI_accession	ERS4356307	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S168_RB7_01_40378.mzXML	ERS4356307	metagenome	ERS4356307	yes
597	ERS4356309	ENA_NCBI_accession	ERS4356309	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S170_BC5_01_40335.mzXML	ERS4356309	metagenome	ERS4356309	yes
598	ERS4356312	ENA_NCBI_accession	ERS4356312	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S124_RC3_01_40385.mzXML	ERS4356312	metagenome	ERS4356312	yes
599	ERS4356313	ENA_NCBI_accession	ERS4356313	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S125_RC6_01_40282.mzXML	ERS4356313	metagenome	ERS4356313	yes
600	ERS4356314	ENA_NCBI_accession	ERS4356314	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S123_RA4_01_40365.mzXML	ERS4356314	metagenome	ERS4356314	yes
601	ERS4356315	ENA_NCBI_accession	ERS4356315	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S127_RD5_01_40292.mzXML	ERS4356315	metagenome	ERS4356315	yes
602	ERS4356317	ENA_NCBI_accession	ERS4356317	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S126_RC5_01_40387.mzXML	ERS4356317	metagenome	ERS4356317	yes
603	ERS4356319	ENA_NCBI_accession	ERS4356319	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S131_RB8_01_40274.mzXML	ERS4356319	metagenome	ERS4356319	yes
604	ERS4356320	ENA_NCBI_accession	ERS4356320	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S130_BE3_01_40354.mzXML	ERS4356320	metagenome	ERS4356320	yes
605	ERS4356321	ENA_NCBI_accession	ERS4356321	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S134_RE3_01_40300.mzXML	ERS4356321	metagenome	ERS4356321	yes
606	ERS4356322	ENA_NCBI_accession	ERS4356322	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S135_BA2_01_40415.mzXML	ERS4356322	metagenome	ERS4356322	yes
607	ERS4356323	ENA_NCBI_accession	ERS4356323	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S132_BE8_01_40462.mzXML	ERS4356323	metagenome	ERS4356323	yes
608	ERS4356324	ENA_NCBI_accession	ERS4356324	ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S133_RD1_01_40288.mzXML	ERS4356324	metagenome	ERS4356324	yes
